name,abbr,cod,year,deaths,population,deaths_pp,deaths_p1ht,deaths_norm
Bulgaria,BG,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,1820,7029690.0,0.00025890188614291666,25.890188614291667,1.068856389307291
Bulgaria,BG,Mental and behavioural disorders (F00-F99),2015,93,7029690.0,1.3229601874335852e-05,1.3229601874335852,1.0809221649557639
Bulgaria,BG,Diseases of the circulatory system (I00-I99),2015,72151,7029690.0,0.010263752740163506,1026.3752740163507,0.9943473937530519
Bulgaria,BG,Diseases of the respiratory system (J00-J99),2015,4050,7029690.0,0.0005761278235597872,57.612782355978716,0.9171440708908964
Bulgaria,BG,Diseases of the digestive system (K00-K93),2015,3870,7029690.0,0.0005505221425126855,55.052214251268545,0.9798450666031862
Bulgaria,BG,Diseases of the skin and subcutaneous tissue (L00-L99),2015,49,7029690.0,6.9704353961554495e-06,0.697043539615545,0.9178642775216082
Bulgaria,BG,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,42,7029690.0,5.974658910990385e-06,0.5974658910990385,1.1744146378082463
Bulgaria,BG,Diseases of the genitourinary system (N00-N99),2015,1428,7029690.0,0.0002031384029736731,20.31384029736731,0.9483709632333358
Bulgaria,BG,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,4,7029690.0,5.690151343800367e-07,0.05690151343800367,1.075487456367419
Bulgaria,BG,Certain conditions originating in the perinatal period (P00-P96),2015,190,7029690.0,2.702821888305174e-05,2.702821888305174,0.9311125547967903
Bulgaria,BG,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,152,7029690.0,2.1622575106441393e-05,2.1622575106441393,1.1708742925537003
Bulgaria,BG,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,2531,7029690.0,0.0003600443262789682,36.00443262789682,1.0463661825379433
Czechia,CZ,Malignant neoplasms (C00-C97),2015,26947,10538275.0,0.0025570598603661416,255.70598603661415,0.990994901460776
Czechia,CZ,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,4506,10538275.0,0.0004275842108884044,42.75842108884044,0.9992593939940304
Czechia,CZ,Mental and behavioural disorders (F00-F99),2015,1495,10538275.0,0.0001418638249618652,14.18638249618652,0.9659191692449947
Czechia,CZ,Diseases of the circulatory system (I00-I99),2015,51222,10538275.0,0.004860567787422515,486.0567787422515,1.035120629301669
Czechia,CZ,Diseases of the respiratory system (J00-J99),2015,7513,10538275.0,0.0007129250280525039,71.2925028052504,0.9907960140038352
Czechia,CZ,Diseases of the digestive system (K00-K93),2015,4710,10538275.0,0.00044694221777283284,44.69422177728328,1.0042781759502284
Czechia,CZ,Diseases of the skin and subcutaneous tissue (L00-L99),2015,179,10538275.0,1.6985702119179848e-05,1.6985702119179849,0.9522683668148495
Czechia,CZ,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,241,10538275.0,2.286901793699633e-05,2.286901793699633,1.094059687023295
Czechia,CZ,Diseases of the genitourinary system (N00-N99),2015,1415,10538275.0,0.00013427244971306974,13.427244971306974,0.9322357379509777
Czechia,CZ,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,2,10538275.0,1.8978438121988656e-07,0.018978438121988656,1.2021977180889472
Czechia,CZ,Certain conditions originating in the perinatal period (P00-P96),2015,155,10538275.0,1.4708289544541208e-05,1.4708289544541209,0.8691290827174326
Czechia,CZ,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,160,10538275.0,1.5182750497590924e-05,1.5182750497590924,0.9793370901412256
Czechia,CZ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,1157,10538275.0,0.00010979026453570437,10.979026453570437,1.0087466109044443
Denmark,DK,Malignant neoplasms (C00-C97),2015,15413,5659715.0,0.0027232820027156845,272.32820027156845,0.9957226588191957
Denmark,DK,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,1730,5659715.0,0.00030566910171271876,30.566910171271875,1.0022140766750718
Denmark,DK,Mental and behavioural disorders (F00-F99),2015,3436,5659715.0,0.0006070977072167061,60.70977072167061,0.9809211118447236
Denmark,DK,Diseases of the circulatory system (I00-I99),2015,12544,5659715.0,0.0022163660184302564,221.63660184302566,1.0116559527726725
Denmark,DK,Diseases of the respiratory system (J00-J99),2015,5848,5659715.0,0.0010332675761942076,103.32675761942076,0.973536306107598
Denmark,DK,Diseases of the digestive system (K00-K93),2015,2074,5659715.0,0.00036644954737120156,36.64495473712016,1.0073515282068661
Denmark,DK,Diseases of the skin and subcutaneous tissue (L00-L99),2015,56,5659715.0,9.894491153706504e-06,0.9894491153706504,0.855669768907846
Denmark,DK,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,364,5659715.0,6.431419249909226e-05,6.431419249909227,0.997103407363167
Denmark,DK,Diseases of the genitourinary system (N00-N99),2015,798,5659715.0,0.00014099649894031767,14.099649894031767,0.9481744434561378
Denmark,DK,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,0,5659715.0,0.0,0.0,0.0
Denmark,DK,Certain conditions originating in the perinatal period (P00-P96),2015,120,5659715.0,2.1202481043656793e-05,2.1202481043656793,0.9356182683596539
Denmark,DK,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,131,5659715.0,2.3146041805992e-05,2.3146041805991997,0.9547697698329285
Denmark,DK,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,4157,5659715.0,0.0007344892808206773,73.44892808206774,1.1199972740151305
Germany,DE,Malignant neoplasms (C00-C97),2015,226906,81197537.0,0.0027944936310075512,279.44936310075514,1.0014171658195143
Germany,DE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,32534,81197537.0,0.00040067717817598335,40.067717817598336,1.0074477242923996
Germany,DE,Mental and behavioural disorders (F00-F99),2015,44635,81197537.0,0.0005497087922753125,54.97087922753125,0.9415498389738436
Germany,DE,Diseases of the circulatory system (I00-I99),2015,357319,81197537.0,0.004400613777238095,440.0613777238095,1.0383281389724204
Germany,DE,Diseases of the respiratory system (J00-J99),2015,68402,81197537.0,0.0008424147151162972,84.24147151162973,1.028328800876566
Germany,DE,Diseases of the digestive system (K00-K93),2015,39946,81197537.0,0.0004919607352129413,49.196073521294124,0.9929576171942541
Germany,DE,Diseases of the skin and subcutaneous tissue (L00-L99),2015,1448,81197537.0,1.7833053236577852e-05,1.7833053236577852,0.9509967710921783
Germany,DE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,3782,81197537.0,4.6577767500509285e-05,4.657776750050928,0.9077682004079544
Germany,DE,Diseases of the genitourinary system (N00-N99),2015,24923,81197537.0,0.000306942807883446,30.6942807883446,1.0445016516068781
Germany,DE,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,25,81197537.0,3.078911125099768e-07,0.03078911125099768,1.0811087684105716
Germany,DE,Certain conditions originating in the perinatal period (P00-P96),2015,1327,81197537.0,1.6342860252029567e-05,1.6342860252029567,0.9300997607170236
Germany,DE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,1826,81197537.0,2.2488366857728703e-05,2.2488366857728703,0.9350204207266218
Germany,DE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,27966,81197537.0,0.0003444193140981604,34.44193140981604,0.95792386901688
Estonia,EE,Malignant neoplasms (C00-C97),2015,3853,1314870.0,0.0029303277130058483,293.03277130058484,1.0112234835537426
Estonia,EE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,161,1314870.0,0.00012244556496079462,12.244556496079461,0.8135429992292665
Estonia,EE,Mental and behavioural disorders (F00-F99),2015,107,1314870.0,8.137686615406846e-05,8.137686615406846,0.8633234620017776
Estonia,EE,Diseases of the circulatory system (I00-I99),2015,8052,1314870.0,0.006123799310958498,612.3799310958498,1.0029567161284483
Estonia,EE,Diseases of the respiratory system (J00-J99),2015,540,1314870.0,0.0004106869880672614,41.06869880672614,0.9804974335295852
Estonia,EE,Diseases of the digestive system (K00-K93),2015,629,1314870.0,0.00047837428795242113,47.83742879524211,1.0036568718009515
Estonia,EE,Diseases of the skin and subcutaneous tissue (L00-L99),2015,22,1314870.0,1.6731692106443984e-05,1.6731692106443983,1.404759940765445
Estonia,EE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,43,1314870.0,3.270285275350415e-05,3.270285275350415,0.7918172601082004
Estonia,EE,Diseases of the genitourinary system (N00-N99),2015,132,1314870.0,0.0001003901526386639,10.03901526386639,0.9592908778277527
Estonia,EE,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,0,1314870.0,0.0,0.0,0.0
Estonia,EE,Certain conditions originating in the perinatal period (P00-P96),2015,16,1314870.0,1.216850335014108e-05,1.216850335014108,0.9604518875263595
Estonia,EE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,20,1314870.0,1.5210629187676349e-05,1.5210629187676348,0.7598800893874437
Estonia,EE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,317,1314870.0,0.00024108847262467012,24.108847262467012,0.958161332028731
Ireland,IE,Malignant neoplasms (C00-C97),2015,8877,4677627.0,0.001897757131981665,189.7757131981665,0.9913598380162439
Ireland,IE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,705,4677627.0,0.0001507174471158132,15.07174471158132,0.9821640004221689
Ireland,IE,Mental and behavioural disorders (F00-F99),2015,1557,4677627.0,0.00033286108533237045,33.28610853323705,0.9468555729383747
Ireland,IE,Diseases of the circulatory system (I00-I99),2015,9371,4677627.0,0.002003366236769199,200.3366236769199,1.034486040180534
Ireland,IE,Diseases of the respiratory system (J00-J99),2015,3865,4677627.0,0.0008262736639753447,82.62736639753447,0.9896975221984164
Ireland,IE,Diseases of the digestive system (K00-K93),2015,965,4677627.0,0.0002063011864776734,20.63011864776734,0.9500574406243293
Ireland,IE,Diseases of the skin and subcutaneous tissue (L00-L99),2015,64,4677627.0,1.3682151227534817e-05,1.3682151227534818,1.055565984004594
Ireland,IE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,196,4677627.0,4.190158813432538e-05,4.190158813432538,0.9292523043585567
Ireland,IE,Diseases of the genitourinary system (N00-N99),2015,617,4677627.0,0.00013190448917795283,13.190448917795283,1.0124136230446863
Ireland,IE,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,1,4677627.0,2.1378361293023151e-07,0.021378361293023153,0.5056041836165216
Ireland,IE,Certain conditions originating in the perinatal period (P00-P96),2015,103,4677627.0,2.2019712131813846e-05,2.2019712131813844,1.116106628911528
Ireland,IE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,171,4677627.0,3.655699781106959e-05,3.655699781106959,1.0616361073960487
Ireland,IE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,112,4677627.0,2.394376464818593e-05,2.394376464818593,0.9863131842602615
Greece,EL,Malignant neoplasms (C00-C97),2015,29686,10858018.0,0.0027340164659885443,273.4016465988544,0.9887843670948144
Greece,EL,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,2036,10858018.0,0.0001875112013997398,18.75112013997398,0.9338921627133636
Greece,EL,Mental and behavioural disorders (F00-F99),2015,1159,10858018.0,0.000106741396081679,10.6741396081679,0.7880977485608772
Greece,EL,Diseases of the circulatory system (I00-I99),2015,46412,10858018.0,0.004274444930925699,427.4444930925699,1.0073668495809627
Greece,EL,Diseases of the respiratory system (J00-J99),2015,14835,10858018.0,0.0013662714502775738,136.62714502775736,1.0422322913361102
Greece,EL,Diseases of the digestive system (K00-K93),2015,3311,10858018.0,0.00030493594687354544,30.493594687354545,0.9475994420531602
Greece,EL,Diseases of the skin and subcutaneous tissue (L00-L99),2015,50,10858018.0,4.604891979364927e-06,0.4604891979364927,0.9626903855275634
Greece,EL,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,233,10858018.0,2.1458796623840556e-05,2.1458796623840555,0.8073572803800297
Greece,EL,Diseases of the genitourinary system (N00-N99),2015,3663,10858018.0,0.0003373543864082745,33.735438640827454,1.0396986137796826
Greece,EL,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,5,10858018.0,4.6048919793649266e-07,0.046048919793649265,0.7100679020881814
Greece,EL,Certain conditions originating in the perinatal period (P00-P96),2015,195,10858018.0,1.795907871952321e-05,1.7959078719523212,1.015916670305258
Greece,EL,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,182,10858018.0,1.676180680488833e-05,1.676180680488833,0.8579294872136487
Greece,EL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,7766,10858018.0,0.0007152318222349603,71.52318222349604,0.9837113623447816
Spain,ES,Malignant neoplasms (C00-C97),2015,107195,46425722.0,0.0023089570906403996,230.89570906403998,0.9900745119763874
Spain,ES,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,14065,46425722.0,0.0003029570547120409,30.29570547120409,1.0537586371596306
Spain,ES,Mental and behavioural disorders (F00-F99),2015,21333,46425722.0,0.00045950820107870373,45.95082010787037,0.9999123762068083
Spain,ES,Diseases of the circulatory system (I00-I99),2015,124197,46425722.0,0.002675176489446949,267.51764894469494,1.0172608789428597
Spain,ES,Diseases of the respiratory system (J00-J99),2015,51848,46425722.0,0.0011167946941137501,111.67946941137501,1.0355631175902131
Spain,ES,Diseases of the digestive system (K00-K93),2015,20360,46425722.0,0.0004385499917481089,43.85499917481089,1.0033767308894985
Spain,ES,Diseases of the skin and subcutaneous tissue (L00-L99),2015,1563,46425722.0,3.366668158655669e-05,3.3666681586556693,0.9820681251334489
Spain,ES,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,4148,46425722.0,8.934702189445756e-05,8.934702189445757,0.9240494290390783
Spain,ES,Diseases of the genitourinary system (N00-N99),2015,12169,46425722.0,0.0002621176252250854,26.211762522508536,0.9732224468773801
Spain,ES,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,15,46425722.0,3.230967522702178e-07,0.03230967522702178,1.0469457090342942
Spain,ES,Certain conditions originating in the perinatal period (P00-P96),2015,674,46425722.0,1.4517814068675119e-05,1.451781406867512,1.042738726272755
Spain,ES,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,802,46425722.0,1.727490635471431e-05,1.727490635471431,0.9777030365905622
Spain,ES,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,9504,46425722.0,0.00020471410223841,20.471410223841,1.0616306737270804
France,FR,Malignant neoplasms (C00-C97),2015,162109,66458153.0,0.0024392642991447567,243.92642991447568,0.9945572275140515
France,FR,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,21663,66458153.0,0.0003259645208617218,32.59645208617218,1.0002826821573587
France,FR,Mental and behavioural disorders (F00-F99),2015,25425,66458153.0,0.0003825715710155231,38.25715710155231,0.9881584646926677
France,FR,Diseases of the circulatory system (I00-I99),2015,145271,66458153.0,0.0021859018561650365,218.59018561650365,1.0079714981139198
France,FR,Diseases of the respiratory system (J00-J99),2015,42806,66458153.0,0.0006441045690812382,64.41045690812382,0.9979245330496445
France,FR,Diseases of the digestive system (K00-K93),2015,24069,66458153.0,0.0003621677538946952,36.21677538946952,0.997626939709761
France,FR,Diseases of the skin and subcutaneous tissue (L00-L99),2015,1380,66458153.0,2.0764946627391223e-05,2.0764946627391225,0.9227897991455629
France,FR,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,4213,66458153.0,6.339327546463712e-05,6.339327546463712,1.0226053642332467
France,FR,Diseases of the genitourinary system (N00-N99),2015,10105,66458153.0,0.00015205056932593357,15.205056932593358,0.9769781409693714
France,FR,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,42,66458153.0,6.319766364858199e-07,0.06319766364858198,1.0355139649153
France,FR,Certain conditions originating in the perinatal period (P00-P96),2015,1579,66458153.0,2.3759312119312133e-05,2.3759312119312135,0.9932890543938188
France,FR,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,1715,66458153.0,2.5805712656504313e-05,2.5805712656504314,1.0204755497720122
France,FR,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,54905,66458153.0,0.0008261589815774748,82.61589815774748,0.9706970629554086
Croatia,HR,Malignant neoplasms (C00-C97),2015,14056,4180915.0,0.0033619434980141907,336.1943498014191,0.9929324496467349
Croatia,HR,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,1709,4180915.0,0.00040876219679185057,40.876219679185056,0.8327405240339584
Croatia,HR,Mental and behavioural disorders (F00-F99),2015,1345,4180915.0,0.000321699914970766,32.169991497076595,1.0942888427180155
Croatia,HR,Diseases of the circulatory system (I00-I99),2015,25988,4180915.0,0.006215864230676778,621.5864230676777,1.054870544682528
Croatia,HR,Diseases of the respiratory system (J00-J99),2015,2683,4180915.0,0.0006417255552911264,64.17255552911264,0.9556019121671023
Croatia,HR,Diseases of the digestive system (K00-K93),2015,2177,4180915.0,0.0005206994162761022,52.06994162761023,0.986841668010722
Croatia,HR,Diseases of the skin and subcutaneous tissue (L00-L99),2015,9,4180915.0,2.1526388362356088e-06,0.2152638836235609,1.1106217205802458
Croatia,HR,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,132,4180915.0,3.157203626478893e-05,3.157203626478893,1.0086122126487145
Croatia,HR,Diseases of the genitourinary system (N00-N99),2015,1076,4180915.0,0.0002573599319766128,25.735993197661276,0.8303574772282873
Croatia,HR,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,1,4180915.0,2.3918209291506766e-07,0.023918209291506766,1.4910130256988967
Croatia,HR,Certain conditions originating in the perinatal period (P00-P96),2015,94,4180915.0,2.248311673401636e-05,2.248311673401636,1.1333518552743451
Croatia,HR,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,115,4180915.0,2.7505940685232778e-05,2.7505940685232777,1.0758322149792745
Croatia,HR,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,506,4180915.0,0.00012102613901502423,12.102613901502423,0.8617572260863738
Italy,IT,Malignant neoplasms (C00-C97),2015,170339,60295497.0,0.002825070004813129,282.5070004813129,0.9976873305423574
Italy,IT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,29258,60295497.0,0.00048524353319452694,48.52435331945269,1.0135919097927735
Italy,IT,Mental and behavioural disorders (F00-F99),2015,21397,60295497.0,0.0003548689548076866,35.48689548076866,0.9512861226436896
Italy,IT,Diseases of the circulatory system (I00-I99),2015,239513,60295497.0,0.003972319856655299,397.2319856655299,1.0326915959663905
Italy,IT,Diseases of the respiratory system (J00-J99),2015,48518,60295497.0,0.0008046703719848267,80.46703719848267,0.9786313745028177
Italy,IT,Diseases of the digestive system (K00-K93),2015,23286,60295497.0,0.00038619799418852124,38.619799418852125,1.0076420979443217
Italy,IT,Diseases of the skin and subcutaneous tissue (L00-L99),2015,1270,60295497.0,2.1062932775892038e-05,2.1062932775892036,0.9756620768606259
Italy,IT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,3472,60295497.0,5.758307291173004e-05,5.758307291173004,1.0059942348502449
Italy,IT,Diseases of the genitourinary system (N00-N99),2015,13618,60295497.0,0.00022585434530873839,22.58543453087384,1.1150194691354611
Italy,IT,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,16,60295497.0,2.6535978300336425e-07,0.026535978300336424,1.064551487748435
Italy,IT,Certain conditions originating in the perinatal period (P00-P96),2015,857,60295497.0,1.4213333377117698e-05,1.4213333377117698,1.0066553288015756
Italy,IT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,1394,60295497.0,2.311947109416811e-05,2.311947109416811,1.0369383405955428
Italy,IT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,13476,60295497.0,0.00022349927723458354,22.349927723458354,0.9952402297672887
Cyprus,CY,Malignant neoplasms (C00-C97),2015,1327,860846.0,0.001541506843268134,154.1506843268134,0.9962443848214753
Cyprus,CY,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,450,860846.0,0.000522741582118056,52.2741582118056,1.0737734695834418
Cyprus,CY,Mental and behavioural disorders (F00-F99),2015,150,860846.0,0.00017424719403935198,17.4247194039352,0.8851533310805934
Cyprus,CY,Diseases of the circulatory system (I00-I99),2015,2072,860846.0,0.0024069345736635822,240.69345736635822,1.0574849933333048
Cyprus,CY,Diseases of the respiratory system (J00-J99),2015,548,860846.0,0.0006365830822237659,63.65830822237659,1.0084962443249672
Cyprus,CY,Diseases of the digestive system (K00-K93),2015,193,860846.0,0.0002241980563306329,22.419805633063287,0.966452492347695
Cyprus,CY,Diseases of the skin and subcutaneous tissue (L00-L99),2015,21,860846.0,2.4394607165509277e-05,2.439460716550928,0.7115498733305214
Cyprus,CY,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,28,860846.0,3.252614288734571e-05,3.252614288734571,0.8890821789131189
Cyprus,CY,Diseases of the genitourinary system (N00-N99),2015,217,860846.0,0.0002520776073769292,25.207760737692922,0.9896867649773354
Cyprus,CY,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,0,860846.0,0.0,0.0,
Cyprus,CY,Certain conditions originating in the perinatal period (P00-P96),2015,17,860846.0,1.9748015324459893e-05,1.9748015324459893,1.0666952969680272
Cyprus,CY,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,14,860846.0,1.6263071443672853e-05,1.6263071443672854,0.9375584498992411
Cyprus,CY,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,177,860846.0,0.00020561168896643536,20.561168896643537,1.0645876322547754
Latvia,LV,Malignant neoplasms (C00-C97),2015,5878,1986096.0,0.002959574965157777,295.9574965157777,0.9829984240725508
Latvia,LV,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,507,1986096.0,0.00025527466950238056,25.527466950238058,0.8810206772968826
Latvia,LV,Mental and behavioural disorders (F00-F99),2015,410,1986096.0,0.000206435137072931,20.6435137072931,0.8794426004531062
Latvia,LV,Diseases of the circulatory system (I00-I99),2015,16166,1986096.0,0.008139586404685373,813.9586404685373,1.003458747027077
Latvia,LV,Diseases of the respiratory system (J00-J99),2015,713,1986096.0,0.0003589957383731703,35.89957383731703,0.8902351880510675
Latvia,LV,Diseases of the digestive system (K00-K93),2015,1017,1986096.0,0.0005120598400077338,51.20598400077338,0.9836109582451152
Latvia,LV,Diseases of the skin and subcutaneous tissue (L00-L99),2015,57,1986096.0,2.8699519056480652e-05,2.8699519056480653,0.9311021466303837
Latvia,LV,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,92,1986096.0,4.632203075782842e-05,4.632203075782842,1.1310230176421114
Latvia,LV,Diseases of the genitourinary system (N00-N99),2015,389,1986096.0,0.00019586163005212235,19.586163005212235,0.9485503094576492
Latvia,LV,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,12,1986096.0,6.042004011890664e-06,0.6042004011890664,2.39427617925258
Latvia,LV,Certain conditions originating in the perinatal period (P00-P96),2015,43,1986096.0,2.1650514375941547e-05,2.1650514375941547,0.9059684889069308
Latvia,LV,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,52,1986096.0,2.6182017384859544e-05,2.6182017384859546,0.9978563640189094
Latvia,LV,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,312,1986096.0,0.00015709210430915727,15.709210430915727,0.9189655606903312
Lithuania,LT,Malignant neoplasms (C00-C97),2015,8290,2926644.0,0.002832595969991567,283.2595969991567,1.0084631100797194
Lithuania,LT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,353,2926644.0,0.00012061596832412825,12.061596832412825,0.9110351045134184
Lithuania,LT,Mental and behavioural disorders (F00-F99),2015,121,2926644.0,4.1344283759828666e-05,4.134428375982867,0.6456693704604136
Lithuania,LT,Diseases of the circulatory system (I00-I99),2015,23519,2926644.0,0.00803616702270587,803.6167022705871,1.0106374506390339
Lithuania,LT,Diseases of the respiratory system (J00-J99),2015,1352,2926644.0,0.00046196257556436657,46.196257556436656,1.0085925642003135
Lithuania,LT,Diseases of the digestive system (K00-K93),2015,2087,2926644.0,0.0007131034727831605,71.31034727831604,0.9955620076726966
Lithuania,LT,Diseases of the skin and subcutaneous tissue (L00-L99),2015,32,2926644.0,1.093402545714477e-05,1.093402545714477,0.6810394978173813
Lithuania,LT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015,84,2926644.0,2.8701816825005023e-05,2.8701816825005024,0.8765586161892611
Lithuania,LT,Diseases of the genitourinary system (N00-N99),2015,357,2926644.0,0.00012198272150627135,12.198272150627135,0.9689701373164031
Lithuania,LT,"Pregnancy, childbirth and the puerperium (O00-O99)",2015,3,2926644.0,1.0250648866073222e-06,0.10250648866073223,1.2732138824984174
Lithuania,LT,Certain conditions originating in the perinatal period (P00-P96),2015,45,2926644.0,1.5375973299109834e-05,1.5375973299109833,1.1938429657356981
Lithuania,LT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015,82,2926644.0,2.8018440233933473e-05,2.8018440233933473,1.0866911810226378
Lithuania,LT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015,246,2926644.0,8.405532070180042e-05,8.405532070180042,1.0312059901183055
Luxembourg,LU,Malignant neoplasms (C00-C97),2015,1061,562958.0,0.0018846876676412805,188.46876676412805,1.002822153287834
Luxembourg,LU,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015,123,562958.0,0.00021848876825624646,21.848876825624647,1.0037098990032247
Luxembourg,LU,Mental and behavioural disorders (F00-F99),2015,231,562958.0,0.0004103325647739263,41.033256477392634,1.0252538880616069
